	GEOID	CRIME_RATE
2337	55027	25.9669880552
2338	55029	28.8122163797
2339	55031	27.4612110394
2340	55033	58.684121431
2341	55035	19.6920168564
2342	55037	66.9493416648
2343	55039	39.3085623876
2344	55041	219.130053687
2345	55043	23.1530610276
2346	55045	26.9810862585
2347	55047	26.5449139945
2348	55049	75.5508919203
2349	55051	33.8009126246
2350	55053	62.9478985086
2351	55055	14.2188518277
2352	55057	121.235082402
2353	55059	19.6349096794
2354	55061	14.6742320485
2355	55063	8.47378634195
2356	55065	0.0
2357	55067	30.9119010819
2358	55069	59.6637770681
2359	55071	29.9401197605
2360	55073	13.9932243335
2361	55075	16.9499733643
2362	55077	13.2890365449
2363	55078	0.0
2364	55079	2.09116212153
2365	55081	17.6292998964
2366	55085	126.536006524
2367	55087	10.4392162896
2368	55089	18.2919858237
2369	55091	68.166325835
2370	55093	36.6228819767
2371	55095	191.081336188
2372	55097	24.1196333816
2373	55099	58.5009140768
2374	55101	8.19827528784
2375	55105	25.4361366851
2376	55107	111.630503035
2377	55109	20.7471270992
2378	55111	23.6671452689
2379	55113	158.179716493
2380	55115	31.2657832079
2381	55117	19.0823141643
2382	55119	97.3709834469
2383	55121	37.2767630215
2384	55123	49.4038600883
2385	55125	37.3866716516
2386	55127	13.5230422981
2387	55129	140.180960877
2388	55131	20.2625121012
2389	55133	13.9198922853
2390	55135	40.3334229632
2391	55137	62.0398709571
2392	55139	18.2878987204
2393	55141	1.35854798391
2394	56001	23.8025971278
2395	56003	25.1466890193
2396	56005	68.2947019868
2397	56007	107.228459695
2398	56009	49.6559551678
2399	56011	96.5783664459
2400	56013	61.420534113
2401	56015	155.394405801
2402	56017	20.7641196013
2403	56019	23.3290563397
2404	56021	64.3226924234
2405	56023	37.7012980018
2406	56025	49.0051945506
2407	56029	93.1387767774
2408	56031	22.7298556654
2409	56033	19.978689398
2410	56035	99.4332305857
2411	56037	79.982226172
2412	56041	0.0
2413	56043	48.0653689017
2414	56045	69.4348007221
